0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212
23113,<b>,2022-12-12 08:00:00,2022-12-12 18:00:00,<e>,<b>,2022-12-13 08:00:00,2022-12-13 18:00:00,<e>,<b>,2022-12-14 08:00:00,2022-12-14 18:00:00,<e>,<b>,2022-12-15 08:00:00,2022-12-15 18:00:00,<e>,<b>,2022-12-16 07:00:00,2022-12-16 17:00:00,<e>,<b>,2022-12-17 08:00:00,2022-12-17 18:00:00,<e>,<b>,2022-12-18 08:00:00,2022-12-18 17:00:00,<e>,<b>,2022-12-19 07:00:00,2022-12-19 07:00:00,2022-12-19 17:00:00,<e>,<b>,2022-12-20 06:00:00,2022-12-20 18:00:00,<e>,<b>,2022-12-21 07:00:00,2022-12-21 18:00:00,<e>,<b>,2022-12-22 07:00:00,2022-12-22 18:00:00,<e>,<b>,2022-12-23 07:00:00,2022-12-23 18:00:00,<e>,<b>,2022-12-24 08:00:00,2022-12-24 19:00:00,<e>,<b>,2022-12-25 07:00:00,2022-12-25 19:00:00,<e>,<b>,2023-01-07 08:00:00,2023-01-07 19:00:00,2023-01-07 20:00:00,<e>,<b>,2023-01-08 07:00:00,2023-01-08 16:00:00,2023-01-08 18:00:00,<e>,<b>,2023-01-09 06:00:00,2023-01-09 17:00:00,2023-01-09 17:00:00,2023-01-09 19:00:00,<e>,<b>,2023-01-12 07:00:00,2023-01-12 18:00:00,<e>,<b>,2023-01-13 09:00:00,2023-01-13 11:00:00,2023-01-13 18:00:00,<e>,<b>,2023-01-24 07:00:00,2023-01-24 18:00:00,2023-01-24 19:00:00,<e>,<b>,2023-01-25 07:00:00,2023-01-25 18:00:00,<e>,<b>,2023-01-26 07:00:00,2023-01-26 18:00:00,<e>,<b>,2023-01-27 07:00:00,2023-01-27 18:00:00,2023-01-27 19:00:00,<e>,<b>,2023-01-28 07:00:00,2023-01-28 16:00:00,<e>,<b>,2023-01-29 07:00:00,2023-01-29 16:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23114,<b>,2022-12-12 08:00:00,2022-12-12 09:00:00,2022-12-12 12:00:00,2022-12-12 12:00:00,2022-12-12 19:00:00,2022-12-12 20:00:00,<e>,<b>,2022-12-13 08:00:00,2022-12-13 09:00:00,2022-12-13 12:00:00,2022-12-13 19:00:00,2022-12-13 21:00:00,<e>,<b>,2022-12-15 19:00:00,2022-12-15 19:00:00,<e>,<b>,2022-12-17 09:00:00,2022-12-17 12:00:00,2022-12-17 21:00:00,<e>,<b>,2022-12-19 08:00:00,2022-12-19 19:00:00,2022-12-19 20:00:00,2022-12-19 21:00:00,<e>,<b>,2022-12-24 13:00:00,2022-12-24 19:00:00,<e>,<b>,2023-01-07 13:00:00,2023-01-07 13:00:00,2023-01-07 15:00:00,2023-01-07 19:00:00,2023-01-07 20:00:00,<e>,<b>,2023-01-29 21:00:00,2023-01-29 21:00:00,2023-01-29 22:00:00,<e>,<b>,2023-01-30 08:00:00,2023-01-30 23:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23122,<b>,2022-12-12 01:00:00,2022-12-12 11:00:00,2022-12-12 17:00:00,2022-12-12 18:00:00,<e>,<b>,2022-12-13 07:00:00,2022-12-13 08:00:00,2022-12-13 13:00:00,2022-12-13 15:00:00,2022-12-13 17:00:00,<e>,<b>,2022-12-16 07:00:00,2022-12-16 10:00:00,<e>,<b>,2022-12-19 08:00:00,2022-12-19 13:00:00,2022-12-19 17:00:00,<e>,<b>,2022-12-21 07:00:00,2022-12-21 11:00:00,<e>,<b>,2022-12-23 06:00:00,2022-12-23 08:00:00,2022-12-23 13:00:00,2022-12-23 17:00:00,<e>,<b>,2022-12-24 06:00:00,2022-12-24 17:00:00,<e>,<b>,2023-01-07 06:00:00,2023-01-07 10:00:00,2023-01-07 10:00:00,2023-01-07 10:00:00,2023-01-07 14:00:00,2023-01-07 16:00:00,2023-01-07 17:00:00,2023-01-07 17:00:00,<e>,<b>,2023-01-08 07:00:00,2023-01-08 07:00:00,2023-01-08 10:00:00,2023-01-08 15:00:00,2023-01-08 17:00:00,<e>,<b>,2023-01-09 07:00:00,2023-01-09 08:00:00,2023-01-09 09:00:00,2023-01-09 10:00:00,2023-01-09 16:00:00,2023-01-09 16:00:00,<e>,<b>,2023-01-13 12:00:00,2023-01-13 21:00:00,<e>,<b>,2023-01-24 07:00:00,2023-01-24 11:00:00,2023-01-24 14:00:00,2023-01-24 17:00:00,<e>,<b>,2023-01-25 07:00:00,2023-01-25 15:00:00,2023-01-25 15:00:00,<e>,<b>,2023-01-26 07:00:00,2023-01-26 12:00:00,2023-01-26 16:00:00,2023-01-26 16:00:00,<e>,<b>,2023-01-27 07:00:00,2023-01-27 15:00:00,2023-01-27 15:00:00,<e>,<b>,2023-01-28 07:00:00,2023-01-28 08:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23123,<b>,2022-12-12 06:00:00,2022-12-12 21:00:00,<e>,<b>,2022-12-13 06:00:00,2022-12-13 21:00:00,<e>,<b>,2022-12-14 06:00:00,2022-12-14 20:00:00,<e>,<b>,2022-12-15 06:00:00,2022-12-15 20:00:00,<e>,<b>,2022-12-16 06:00:00,2022-12-16 12:00:00,2022-12-16 21:00:00,<e>,<b>,2022-12-17 13:00:00,2022-12-17 17:00:00,<e>,<b>,2022-12-21 06:00:00,2022-12-21 20:00:00,<e>,<b>,2022-12-22 06:00:00,2022-12-22 19:00:00,<e>,<b>,2022-12-23 06:00:00,2022-12-23 22:00:00,<e>,<b>,2022-12-24 15:00:00,2022-12-24 23:00:00,<e>,<b>,2022-12-25 14:00:00,2022-12-25 20:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23126,<b>,2022-12-12 09:00:00,2022-12-12 18:00:00,<e>,<b>,2022-12-13 08:00:00,2022-12-13 11:00:00,2022-12-13 13:00:00,2022-12-13 18:00:00,<e>,<b>,2022-12-15 09:00:00,2022-12-15 19:00:00,<e>,<b>,2022-12-16 08:00:00,2022-12-16 18:00:00,<e>,<b>,2022-12-18 05:00:00,2022-12-18 07:00:00,<e>,<b>,2022-12-19 09:00:00,2022-12-19 18:00:00,<e>,<b>,2022-12-20 08:00:00,2022-12-20 19:00:00,<e>,<b>,2022-12-23 08:00:00,2022-12-23 19:00:00,<e>,<b>,2022-12-24 11:00:00,2022-12-24 15:00:00,<e>,<b>,2023-01-07 10:00:00,2023-01-07 11:00:00,<e>,<b>,2023-01-08 13:00:00,2023-01-08 16:00:00,<e>,<b>,2023-01-10 09:00:00,2023-01-10 18:00:00,2023-01-10 20:00:00,<e>,<b>,2023-01-11 08:00:00,2023-01-11 18:00:00,2023-01-11 18:00:00,<e>,<b>,2023-01-12 08:00:00,2023-01-12 19:00:00,2023-01-12 21:00:00,<e>,<b>,2023-01-24 10:00:00,2023-01-24 19:00:00,<e>,<b>,2023-01-26 08:00:00,2023-01-26 20:00:00,<e>,<b>,2023-01-27 08:00:00,2023-01-27 16:00:00,2023-01-27 19:00:00,<e>,<b>,2023-01-29 12:00:00,2023-01-29 17:00:00,<e>,<b>,2023-01-30 08:00:00,2023-01-30 18:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23128,<b>,2022-12-12 08:00:00,2022-12-12 11:00:00,2022-12-12 17:00:00,<e>,<b>,2022-12-13 08:00:00,2022-12-13 11:00:00,2022-12-13 17:00:00,<e>,<b>,2022-12-14 08:00:00,2022-12-14 11:00:00,2022-12-14 17:00:00,<e>,<b>,2022-12-15 08:00:00,2022-12-15 11:00:00,2022-12-15 17:00:00,<e>,<b>,2022-12-16 08:00:00,2022-12-16 12:00:00,2022-12-16 12:00:00,2022-12-16 17:00:00,<e>,<b>,2022-12-17 10:00:00,2022-12-17 11:00:00,2022-12-17 13:00:00,2022-12-17 16:00:00,<e>,<b>,2022-12-18 11:00:00,2022-12-18 11:00:00,2022-12-18 13:00:00,2022-12-18 16:00:00,2022-12-18 17:00:00,2022-12-18 20:00:00,<e>,<b>,2022-12-19 08:00:00,2022-12-19 11:00:00,2022-12-19 12:00:00,2022-12-19 17:00:00,<e>,<b>,2022-12-20 08:00:00,2022-12-20 11:00:00,2022-12-20 12:00:00,2022-12-20 17:00:00,<e>,<b>,2022-12-21 08:00:00,2022-12-21 11:00:00,2022-12-21 12:00:00,2022-12-21 17:00:00,2022-12-21 18:00:00,<e>,<b>,2022-12-22 08:00:00,2022-12-22 11:00:00,2022-12-22 17:00:00,2022-12-22 18:00:00,<e>,<b>,2022-12-23 09:00:00,2022-12-23 11:00:00,2022-12-23 14:00:00,2022-12-23 17:00:00,2022-12-23 19:00:00,<e>,<b>,2022-12-24 10:00:00,2022-12-24 17:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23129,<b>,2022-12-12 11:00:00,2022-12-12 17:00:00,<e>,<b>,2022-12-13 10:00:00,2022-12-13 14:00:00,2022-12-13 16:00:00,2022-12-13 17:00:00,<e>,<b>,2022-12-14 08:00:00,2022-12-14 08:00:00,2022-12-14 11:00:00,2022-12-14 13:00:00,2022-12-14 15:00:00,2022-12-14 15:00:00,2022-12-14 18:00:00,2022-12-14 19:00:00,<e>,<b>,2022-12-15 06:00:00,2022-12-15 19:00:00,<e>,<b>,2022-12-17 09:00:00,2022-12-17 11:00:00,<e>,<b>,2022-12-20 11:00:00,2022-12-20 16:00:00,<e>,<b>,2022-12-21 09:00:00,2022-12-21 12:00:00,2022-12-21 15:00:00,<e>,<b>,2022-12-22 06:00:00,2022-12-22 19:00:00,2022-12-22 21:00:00,<e>,<b>,2022-12-23 09:00:00,2022-12-23 10:00:00,2022-12-23 10:00:00,2022-12-23 12:00:00,2022-12-23 15:00:00,2022-12-23 17:00:00,<e>,<b>,2022-12-25 09:00:00,2022-12-25 12:00:00,2022-12-25 17:00:00,<e>,<b>,2023-01-08 08:00:00,2023-01-08 15:00:00,<e>,<b>,2023-01-09 10:00:00,2023-01-09 15:00:00,<e>,<b>,2023-01-10 05:00:00,2023-01-10 17:00:00,<e>,<b>,2023-01-12 09:00:00,2023-01-12 12:00:00,2023-01-12 12:00:00,<e>,<b>,2023-01-13 09:00:00,2023-01-13 15:00:00,<e>,<b>,2023-01-24 06:00:00,2023-01-24 19:00:00,<e>,<b>,2023-01-27 09:00:00,2023-01-27 14:00:00,<e>,<b>,2023-01-28 12:00:00,2023-01-28 17:00:00,<e>,<b>,2023-01-29 07:00:00,2023-01-29 15:00:00,2023-01-29 18:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23132,<b>,2022-12-12 07:00:00,2022-12-12 21:00:00,<e>,<b>,2022-12-13 07:00:00,2022-12-13 11:00:00,2022-12-13 14:00:00,<e>,<b>,2022-12-14 07:00:00,2022-12-14 14:00:00,2022-12-14 15:00:00,2022-12-14 18:00:00,<e>,<b>,2022-12-15 07:00:00,2022-12-15 15:00:00,2022-12-15 16:00:00,<e>,<b>,2022-12-16 13:00:00,2022-12-16 13:00:00,<e>,<b>,2022-12-17 10:00:00,2022-12-17 11:00:00,<e>,<b>,2022-12-21 13:00:00,2022-12-21 14:00:00,2022-12-21 17:00:00,<e>,<b>,2022-12-22 13:00:00,2022-12-22 14:00:00,2022-12-22 16:00:00,<e>,<b>,2022-12-23 13:00:00,2022-12-23 13:00:00,<e>,<b>,2022-12-24 07:00:00,2022-12-24 16:00:00,<e>,<b>,2023-01-07 11:00:00,2023-01-07 11:00:00,2023-01-07 15:00:00,<e>,<b>,2023-01-08 10:00:00,2023-01-08 11:00:00,<e>,<b>,2023-01-24 10:00:00,2023-01-24 13:00:00,<e>,<b>,2023-01-25 14:00:00,2023-01-25 15:00:00,2023-01-25 15:00:00,2023-01-25 16:00:00,<e>,<b>,2023-01-26 13:00:00,2023-01-26 15:00:00,2023-01-26 16:00:00,2023-01-26 17:00:00,<e>,<b>,2023-01-27 14:00:00,2023-01-27 14:00:00,2023-01-27 15:00:00,2023-01-27 16:00:00,2023-01-27 17:00:00,2023-01-27 18:00:00,<e>,<b>,2023-01-29 10:00:00,2023-01-29 11:00:00,2023-01-29 11:00:00,2023-01-29 13:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23133,<b>,2022-12-12 14:00:00,2022-12-12 16:00:00,2022-12-12 17:00:00,2022-12-12 19:00:00,<e>,<b>,2022-12-13 19:00:00,2022-12-13 20:00:00,<e>,<b>,2022-12-14 12:00:00,2022-12-14 14:00:00,<e>,<b>,2022-12-15 18:00:00,2022-12-15 21:00:00,<e>,<b>,2022-12-18 17:00:00,2022-12-18 19:00:00,<e>,<b>,2022-12-20 18:00:00,2022-12-20 20:00:00,<e>,<b>,2022-12-21 19:00:00,2022-12-21 20:00:00,<e>,<b>,2022-12-22 18:00:00,2022-12-22 21:00:00,<e>,<b>,2022-12-23 16:00:00,2022-12-23 18:00:00,<e>,<b>,2023-01-07 13:00:00,2023-01-07 13:00:00,<e>,<b>,2023-01-08 12:00:00,2023-01-08 12:00:00,<e>,<b>,2023-01-10 14:00:00,2023-01-10 16:00:00,<e>,<b>,2023-01-11 17:00:00,2023-01-11 18:00:00,<e>,<b>,2023-01-12 19:00:00,2023-01-12 20:00:00,<e>,<b>,2023-01-26 17:00:00,2023-01-26 17:00:00,<e>,<b>,2023-01-27 13:00:00,2023-01-27 13:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23134,<b>,2022-12-12 16:00:00,2022-12-12 16:00:00,2022-12-12 17:00:00,<e>,<b>,2022-12-13 17:00:00,2022-12-13 18:00:00,<e>,<b>,2022-12-14 16:00:00,2022-12-14 16:00:00,2022-12-14 17:00:00,<e>,<b>,2022-12-16 16:00:00,2022-12-16 16:00:00,2022-12-16 17:00:00,2022-12-16 17:00:00,<e>,<b>,2022-12-17 18:00:00,2022-12-17 19:00:00,<e>,<b>,2022-12-18 16:00:00,2022-12-18 16:00:00,2022-12-18 17:00:00,<e>,<b>,2022-12-20 16:00:00,2022-12-20 17:00:00,2022-12-20 19:00:00,<e>,<b>,2022-12-21 16:00:00,2022-12-21 17:00:00,2022-12-21 18:00:00,<e>,<b>,2022-12-23 16:00:00,2022-12-23 17:00:00,2022-12-23 18:00:00,2022-12-23 19:00:00,<e>,<b>,2022-12-25 21:00:00,2022-12-25 21:00:00,<e>,<b>,2023-01-07 14:00:00,2023-01-07 16:00:00,2023-01-07 16:00:00,<e>,<b>,2023-01-08 15:00:00,2023-01-08 17:00:00,<e>,<b>,2023-01-11 16:00:00,2023-01-11 17:00:00,2023-01-11 17:00:00,<e>,<b>,2023-01-13 16:00:00,2023-01-13 18:00:00,2023-01-13 19:00:00,<e>,<b>,2023-01-24 16:00:00,2023-01-24 18:00:00,2023-01-24 19:00:00,<e>,<b>,2023-01-25 16:00:00,2023-01-25 16:00:00,2023-01-25 16:00:00,<e>,<b>,2023-01-26 14:00:00,2023-01-26 17:00:00,<e>,<b>,2023-01-29 20:00:00,2023-01-29 20:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23138,<b>,2022-12-12 06:00:00,2022-12-12 06:00:00,2022-12-12 17:00:00,2022-12-12 18:00:00,<e>,<b>,2022-12-13 07:00:00,2022-12-13 07:00:00,<e>,<b>,2022-12-15 07:00:00,2022-12-15 07:00:00,2022-12-15 12:00:00,2022-12-15 13:00:00,2022-12-15 18:00:00,2022-12-15 18:00:00,<e>,<b>,2022-12-16 07:00:00,2022-12-16 07:00:00,2022-12-16 13:00:00,2022-12-16 15:00:00,2022-12-16 17:00:00,2022-12-16 18:00:00,<e>,<b>,2022-12-18 13:00:00,2022-12-18 15:00:00,<e>,<b>,2022-12-19 14:00:00,2022-12-19 15:00:00,2022-12-19 17:00:00,2022-12-19 18:00:00,<e>,<b>,2022-12-20 09:00:00,2022-12-20 10:00:00,2022-12-20 16:00:00,2022-12-20 17:00:00,<e>,<b>,2022-12-21 09:00:00,2022-12-21 10:00:00,<e>,<b>,2022-12-22 14:00:00,2022-12-22 15:00:00,2022-12-22 17:00:00,2022-12-22 18:00:00,<e>,<b>,2022-12-23 07:00:00,2022-12-23 07:00:00,2022-12-23 09:00:00,2022-12-23 11:00:00,2022-12-23 16:00:00,2022-12-23 17:00:00,2022-12-23 17:00:00,<e>,<b>,2022-12-25 16:00:00,2022-12-25 17:00:00,<e>,<b>,2023-01-07 13:00:00,2023-01-07 15:00:00,2023-01-07 15:00:00,<e>,<b>,2023-01-08 15:00:00,2023-01-08 15:00:00,2023-01-08 15:00:00,<e>,<b>,2023-01-09 06:00:00,2023-01-09 06:00:00,2023-01-09 13:00:00,2023-01-09 14:00:00,<e>,<b>,2023-01-10 07:00:00,2023-01-10 07:00:00,2023-01-10 12:00:00,2023-01-10 13:00:00,2023-01-10 17:00:00,2023-01-10 17:00:00,<e>,<b>,2023-01-11 07:00:00,2023-01-11 07:00:00,2023-01-11 10:00:00,2023-01-11 11:00:00,2023-01-11 13:00:00,2023-01-11 14:00:00,2023-01-11 14:00:00,2023-01-11 17:00:00,2023-01-11 18:00:00,<e>,<b>,2023-01-12 07:00:00,2023-01-12 07:00:00,2023-01-12 09:00:00,2023-01-12 11:00:00,2023-01-12 11:00:00,2023-01-12 17:00:00,2023-01-12 18:00:00,<e>,<b>,2023-01-13 14:00:00,2023-01-13 15:00:00,2023-01-13 17:00:00,2023-01-13 18:00:00,<e>,<b>,2023-01-25 17:00:00,2023-01-25 18:00:00,<e>,<b>,2023-01-26 17:00:00,2023-01-26 18:00:00,<e>,<b>,2023-01-27 07:00:00,2023-01-27 07:00:00,2023-01-27 13:00:00,2023-01-27 15:00:00,2023-01-27 17:00:00,2023-01-27 17:00:00,<e>,<b>,2023-01-28 10:00:00,2023-01-28 12:00:00,<e>,<b>,2023-01-29 12:00:00,2023-01-29 13:00:00,<e>,<b>,2023-01-30 06:00:00,2023-01-30 06:00:00,2023-01-30 11:00:00,2023-01-30 12:00:00,2023-01-30 12:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23140,<b>,2022-12-12 08:00:00,2022-12-12 13:00:00,2022-12-12 13:00:00,2022-12-12 17:00:00,<e>,<b>,2022-12-13 08:00:00,2022-12-13 18:00:00,<e>,<b>,2022-12-14 08:00:00,2022-12-14 12:00:00,2022-12-14 12:00:00,2022-12-14 17:00:00,<e>,<b>,2022-12-17 12:00:00,2022-12-17 14:00:00,2022-12-17 17:00:00,<e>,<b>,2022-12-18 09:00:00,2022-12-18 18:00:00,<e>,<b>,2022-12-19 08:00:00,2022-12-19 17:00:00,<e>,<b>,2022-12-25 12:00:00,2022-12-25 14:00:00,2022-12-25 16:00:00,2022-12-25 16:00:00,<e>,<b>,2023-01-07 12:00:00,2023-01-07 15:00:00,2023-01-07 21:00:00,2023-01-07 23:00:00,<e>,<b>,2023-01-08 11:00:00,2023-01-08 13:00:00,2023-01-08 15:00:00,2023-01-08 20:00:00,2023-01-08 21:00:00,<e>,<b>,2023-01-10 08:00:00,2023-01-10 18:00:00,<e>,<b>,2023-01-26 08:00:00,2023-01-26 17:00:00,2023-01-26 18:00:00,2023-01-26 19:00:00,<e>,<b>,2023-01-27 09:00:00,2023-01-27 10:00:00,2023-01-27 11:00:00,2023-01-27 16:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23141,<b>,2022-12-12 08:00:00,2022-12-12 19:00:00,<e>,<b>,2022-12-13 08:00:00,2022-12-13 12:00:00,2022-12-13 19:00:00,<e>,<b>,2022-12-14 08:00:00,2022-12-14 19:00:00,<e>,<b>,2022-12-15 08:00:00,2022-12-15 19:00:00,<e>,<b>,2022-12-16 08:00:00,2022-12-16 20:00:00,<e>,<b>,2022-12-17 17:00:00,2022-12-17 19:00:00,<e>,<b>,2022-12-19 08:00:00,2022-12-19 19:00:00,<e>,<b>,2022-12-20 08:00:00,2022-12-20 19:00:00,2022-12-20 21:00:00,<e>,<b>,2022-12-21 08:00:00,2022-12-21 18:00:00,<e>,<b>,2022-12-22 08:00:00,2022-12-22 15:00:00,2022-12-22 19:00:00,<e>,<b>,2022-12-23 08:00:00,2022-12-23 19:00:00,<e>,<b>,2022-12-25 10:00:00,2022-12-25 12:00:00,2022-12-25 13:00:00,2022-12-25 19:00:00,<e>,<b>,2023-01-07 10:00:00,2023-01-07 11:00:00,2023-01-07 13:00:00,2023-01-07 16:00:00,<e>,<b>,2023-01-08 12:00:00,2023-01-08 14:00:00,<e>,<b>,2023-01-09 15:00:00,2023-01-09 19:00:00,<e>,<b>,2023-01-10 07:00:00,2023-01-10 18:00:00,<e>,<b>,2023-01-11 08:00:00,2023-01-11 18:00:00,<e>,<b>,2023-01-12 10:00:00,2023-01-12 11:00:00,2023-01-12 17:00:00,2023-01-12 18:00:00,<e>,<b>,2023-01-13 08:00:00,2023-01-13 18:00:00,2023-01-13 21:00:00,<e>,<b>,2023-01-24 08:00:00,2023-01-24 13:00:00,2023-01-24 15:00:00,2023-01-24 17:00:00,2023-01-24 19:00:00,<e>,<b>,2023-01-25 08:00:00,2023-01-25 18:00:00,2023-01-25 20:00:00,<e>,<b>,2023-01-26 08:00:00,2023-01-26 19:00:00,<e>,<b>,2023-01-27 08:00:00,2023-01-27 18:00:00,<e>,<b>,2023-01-29 12:00:00,2023-01-29 15:00:00,<e>,<b>,2023-01-30 09:00:00,2023-01-30 17:00:00,2023-01-30 20:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23143,<b>,2022-12-12 10:00:00,2022-12-12 10:00:00,2022-12-12 11:00:00,2022-12-12 13:00:00,2022-12-12 14:00:00,<e>,<b>,2022-12-13 10:00:00,2022-12-13 10:00:00,2022-12-13 11:00:00,2022-12-13 18:00:00,2022-12-13 19:00:00,<e>,<b>,2022-12-14 10:00:00,2022-12-14 10:00:00,2022-12-14 18:00:00,2022-12-14 20:00:00,<e>,<b>,2022-12-15 10:00:00,2022-12-15 11:00:00,2022-12-15 12:00:00,2022-12-15 12:00:00,<e>,<b>,2022-12-16 11:00:00,2022-12-16 11:00:00,2022-12-16 15:00:00,2022-12-16 17:00:00,2022-12-16 19:00:00,<e>,<b>,2022-12-17 10:00:00,2022-12-17 10:00:00,2022-12-17 11:00:00,<e>,<b>,2022-12-18 18:00:00,2022-12-18 20:00:00,<e>,<b>,2022-12-19 11:00:00,2022-12-19 11:00:00,2022-12-19 12:00:00,2022-12-19 18:00:00,<e>,<b>,2022-12-20 10:00:00,2022-12-20 11:00:00,2022-12-20 12:00:00,<e>,<b>,2022-12-21 10:00:00,2022-12-21 10:00:00,2022-12-21 13:00:00,2022-12-21 18:00:00,2022-12-21 20:00:00,<e>,<b>,2022-12-22 11:00:00,2022-12-22 11:00:00,2022-12-22 16:00:00,2022-12-22 21:00:00,<e>,<b>,2022-12-23 10:00:00,2022-12-23 11:00:00,2022-12-23 17:00:00,2022-12-23 18:00:00,<e>,<b>,2022-12-24 10:00:00,2022-12-24 11:00:00,2022-12-24 11:00:00,<e>,<b>,2022-12-25 10:00:00,2022-12-25 10:00:00,2022-12-25 18:00:00,2022-12-25 21:00:00,<e>,<b>,2023-01-07 12:00:00,2023-01-07 13:00:00,2023-01-07 13:00:00,2023-01-07 18:00:00,2023-01-07 19:00:00,2023-01-07 20:00:00,<e>,<b>,2023-01-08 10:00:00,2023-01-08 11:00:00,2023-01-08 12:00:00,2023-01-08 18:00:00,2023-01-08 20:00:00,<e>,<b>,2023-01-13 10:00:00,2023-01-13 11:00:00,2023-01-13 18:00:00,2023-01-13 18:00:00,<e>,<b>,2023-01-25 10:00:00,2023-01-25 11:00:00,2023-01-25 18:00:00,2023-01-25 20:00:00,<e>,<b>,2023-01-28 10:00:00,2023-01-28 12:00:00,2023-01-28 12:00:00,2023-01-28 17:00:00,2023-01-28 18:00:00,2023-01-28 20:00:00,<e>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
