,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
31,15,1,0,4,0,7,2,1,0,8,4,0,9,2,0,10,0,4,11,11,4,0,1,5,2,2,14,12,14,4,0,14,2,14,12,14,0,14,0,14,11,14,14,12,14,0,14,14,1,14,0,14,14,0,14,1,14,0,14,12,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,12,14,14,0,14,14,14
32,15,1,0,7,4,0,8,2,0,9,1,2,0,10,1,0,11,5,0,14,12,14,12,14,0,14,14,14,12,14,1,14,14,12,14,14,14,0,14,14,14,1,0,14,14,4,14,14,14,14,1,14,0,14,14,0,14,0,14,0,14,14,14,14,0,14,14,0,14,14,0,14,14,0,14,14,14,14,14,14,14,14
33,15,1,1,0,7,5,8,5,9,5,10,5,11,5,12,14,12,14,12,0,14,14,14,12,14,14,14,14,14,14,14,14,14,12,14,14,0,14,0,14,14,14,14,14,14,14,0,14,14,14,1,14,14,14,14,14,14,1,14,0,0,14,0,14,14,0,14,1,14,14,14,14,0,14,0,14,14,14,11,14,0,14
34,15,2,0,7,5,8,5,9,5,10,5,11,5,12,14,1,14,12,14,14,14,0,14,12,14,14,14,0,14,14,14,14,14,14,14,1,14,0,14,14,14,14,0,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,1,14,14,1,14,14,14,1,14,14,14,1,14,14,14,14,14
35,15,2,0,7,2,0,8,2,0,9,5,10,5,11,11,2,12,3,14,0,14,3,14,12,14,14,14,0,14,0,14,14,14,14,4,14,14,0,14,14,14,0,1,14,0,14,14,14,14,14,14,14,0,0,14,14,11,14,14,14,11,0,14,0,14,14,14,14,14,14,12,14,14,14,14,1,14,14,14,14,14,13
36,15,2,0,7,2,0,8,5,8,9,2,0,10,2,10,0,12,3,14,1,1,14,0,14,14,12,14,14,0,14,0,14,14,12,14,14,4,14,14,11,14,14,14,14,12,14,14,1,14,14,14,14,0,14,14,14,14,0,14,14,11,14,0,14,0,14,14,14,14,11,14,14,0,14,0,14,14,0,14,12,1,14
37,15,2,0,7,5,8,1,9,1,1,1,0,10,5,1,11,0,12,14,12,14,1,14,0,14,1,0,0,14,0,14,14,13,14,13,14,1,14,0,14,11,14,13,14,13,14,14,0,14,14,11,14,14,13,14,13,0,14,0,14,0,14,13,14,0,14,14,12,14,1,14,11,14,14,14,0,14,14,13,14,13,14
38,15,4,0,7,2,0,8,1,3,9,10,0,11,5,12,14,1,14,12,14,3,14,0,14,14,12,14,0,0,1,14,14,5,14,14,13,14,14,14,14,12,14,14,0,14,14,0,14,14,14,14,0,14,14,0,14,14,14,14,0,14,14,14,0,14,14,14,14,13,14,14,14,0,14,14,14,14,14,14,14,14,13
39,15,2,0,7,2,0,8,0,3,9,5,10,3,0,12,14,1,0,14,14,14,0,11,14,14,14,12,14,12,0,14,11,14,14,14,0,14,14,2,1,14,1,14,14,14,14,14,11,14,14,0,7,14,0,14,12,14,14,0,14,14,14,14,14,14,0,14,0,14,14,0,0,14,14,12,14,0,14,14,14,13,14
40,15,2,0,7,2,1,0,8,5,9,5,10,2,1,5,1,5,12,0,14,1,14,0,14,12,14,14,14,14,12,14,14,14,14,12,14,14,14,1,14,14,0,14,14,0,14,14,14,14,0,14,14,0,14,14,14,5,14,14,14,14,14,11,14,14,14,14,0,14,14,14,14,1,14,14,14,14,14,14,4,14,14
41,15,2,0,7,1,1,0,8,5,9,10,4,0,4,2,0,12,14,3,14,14,14,0,14,14,1,14,14,0,14,14,14,14,14,14,4,14,14,14,1,14,0,14,14,14,14,14,0,14,14,14,14,14,14,14,14,0,14,14,14,11,14,14,0,14,1,14,11,14,14,14,11,14,14,14,14,0,14,14,14,11,14
42,15,2,0,7,2,3,1,0,8,2,0,9,2,0,10,5,11,11,12,1,3,14,0,14,0,14,0,14,12,14,14,14,11,14,14,2,14,14,14,14,14,12,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,0,14,0,14,12,14,14,14,0,14,14,14,14,14,0,14,14,14,14,0,14,1,14,14,14
43,15,1,0,1,0,7,4,2,0,8,5,0,9,1,0,1,4,0,0,10,0,11,5,12,0,14,14,14,12,14,0,0,14,14,14,12,14,11,14,14,14,4,14,14,0,14,14,14,14,0,0,14,0,0,14,0,14,14,14,14,14,11,14,14,14,14,14,0,14,14,4,14,14,0,14,14,14,11,3,14,14,14
44,15,1,0,7,2,0,8,2,9,1,0,0,2,1,0,3,10,1,4,0,0,12,0,0,14,14,12,14,14,12,14,11,14,12,14,1,0,14,14,14,14,0,14,0,4,14,14,0,1,14,11,14,14,0,14,0,14,11,14,0,14,14,12,14,14,14,14,14,14,14,0,14,14,14,14,14,14,11,14,14,14,14
45,15,1,0,7,1,2,2,0,8,5,9,4,0,10,2,0,11,5,14,0,12,2,0,14,14,12,0,14,14,14,0,14,14,14,12,14,14,1,14,14,12,14,4,14,14,14,14,14,14,5,14,0,14,14,14,14,14,14,14,0,14,14,0,14,0,14,14,14,14,0,14,1,14,14,14,14,14,0,14,14,14,14
46,15,1,2,0,7,2,0,8,1,9,10,4,0,1,0,1,12,14,0,14,1,14,0,14,14,12,14,0,14,1,14,0,14,14,12,14,14,14,14,0,14,14,14,14,0,14,1,14,14,14,14,0,14,0,14,14,14,14,14,14,14,14,14,11,14,14,0,14,14,14,1,0,14,1,14,14,14,14,0,14,14,14
47,15,4,0,4,0,1,4,0,7,3,0,0,3,9,0,10,5,11,2,1,12,4,1,4,14,0,14,14,0,14,14,14,14,0,14,14,12,14,14,0,14,4,14,14,14,14,0,14,4,14,14,0,14,14,14,14,14,14,14,14,14,1,0,0,14,14,0,14,14,0,14,0,14,14,14,14,14,14,0,1,14,14
48,15,2,1,0,7,1,0,8,3,9,0,10,1,1,2,0,11,2,12,0,1,4,0,0,14,14,0,14,12,14,14,14,1,14,0,14,0,14,12,14,14,1,14,14,14,0,14,14,14,0,14,14,14,0,14,14,14,0,14,14,0,14,0,14,14,0,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14
49,15,2,0,7,1,1,0,8,2,4,0,9,2,0,10,0,10,3,12,4,0,14,0,14,12,14,12,14,14,14,0,14,14,14,0,14,0,1,14,12,14,1,14,14,14,14,0,14,14,14,0,14,14,0,0,14,0,14,0,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14
50,15,1,0,7,1,0,8,2,0,9,5,10,5,11,5,0,12,1,14,0,14,14,14,0,14,14,14,14,14,12,14,14,0,14,14,14,14,0,14,14,1,14,14,14,14,14,14,14,0,14,14,14,0,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,14,11,14,14,14,14,14
51,15,4,0,7,5,8,5,9,0,10,4,0,12,14,12,0,14,14,0,14,14,14,14,14,14,14,14,14,0,14,13,14,14,14,14,12,14,14,0,14,12,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0,14,14,14,12,0,14,0,14,0,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14
52,15,4,0,7,5,8,4,9,4,1,0,10,5,11,11,11,0,4,2,0,4,0,3,2,0,0,12,14,12,14,14,12,14,14,0,14,0,14,12,14,0,14,1,14,14,12,14,12,14,14,14,12,14,0,14,14,1,14,14,14,14,14,1,14,14,14,0,14,0,3,14,14,14,0,14,0,14,14,14,14,14,14
53,15,2,3,0,7,2,0,8,2,9,0,10,5,11,2,1,12,2,14,0,4,4,14,1,0,14,14,1,14,0,14,1,14,0,14,12,0,1,14,14,14,0,14,14,14,12,14,14,1,14,0,14,14,14,14,0,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,12,14,14,14,14,14,14,14,14,13
54,15,4,2,0,7,5,8,2,4,0,9,2,0,10,5,11,5,12,2,14,14,0,14,14,14,14,14,14,14,0,14,14,14,1,14,12,14,11,14,14,14,0,14,14,0,14,14,14,14,0,14,14,14,14,11,14,14,14,14,14,14,14,1,14,14,14,14,14,14,14,14,14,0,14,14,14,0,14,14,1,14,14
55,15,1,0,7,4,1,0,8,1,1,0,0,1,9,1,0,10,0,11,11,11,1,1,1,3,0,1,12,0,14,0,14,0,14,14,12,14,14,14,4,14,14,0,14,14,1,14,0,14,12,14,14,14,0,14,14,14,0,14,14,0,14,14,14,14,14,14,14,14,14,1,14,14,14,12,14,14,14,14,14,14,13
56,15,1,4,1,0,7,2,0,7,0,8,5,9,2,10,0,11,5,12,1,0,14,14,0,14,14,14,11,14,12,14,14,12,14,1,14,14,14,0,14,14,14,14,0,14,12,14,14,14,14,14,14,14,14,0,14,14,14,14,14,0,1,14,14,14,14,0,14,14,14,14,12,14,14,14,0,0,14,14,0,14,14
57,15,1,0,7,1,0,8,2,0,9,3,0,10,2,1,0,12,2,14,14,4,14,0,14,12,14,4,14,14,14,0,14,14,12,14,14,0,0,14,0,14,14,1,14,4,14,14,0,14,12,14,14,14,14,0,14,12,14,1,14,14,14,0,14,14,0,14,11,14,0,14,14,14,14,0,14,0,14,14,14,14,14
58,15,1,4,4,1,0,7,5,8,3,9,5,10,5,11,5,12,5,1,14,3,14,14,14,0,14,14,12,14,12,14,14,14,14,14,0,14,14,0,14,14,0,0,14,14,13,14,14,0,14,12,14,12,14,14,14,1,14,1,14,14,0,14,14,14,14,14,14,14,1,14,0,14,0,14,14,14,14,14,14,14,14
59,15,2,0,1,0,1,4,7,3,0,8,4,0,9,5,9,5,5,2,5,1,12,1,0,1,14,0,0,14,4,0,14,0,14,0,14,11,14,11,14,1,1,4,14,11,11,14,4,5,11,11,11,11,14,12,0,0,14,0,0,14,11,4,14,11,14,0,1,0,4,11,14,0,0,14,11,3,11,14,11,14,13
60,15,2,0,7,2,4,0,8,4,3,3,0,9,4,10,3,4,0,11,5,12,4,14,2,0,14,12,14,0,14,0,14,14,14,14,14,0,14,0,14,14,14,14,0,14,1,14,0,14,1,14,14,14,0,14,14,13,14,0,14,14,14,14,14,14,11,14,14,0,14,14,14,14,0,14,14,14,14,14,1,14,14
61,15,2,1,1,0,7,5,8,9,3,0,10,2,11,0,11,1,12,4,0,14,12,14,12,14,14,0,14,0,14,0,12,14,14,14,12,14,14,14,12,14,4,14,14,0,14,14,14,0,14,14,14,14,14,14,0,14,14,14,1,14,14,14,14,14,14,14,14,14,14,0,14,0,14,14,14,14,14,14,0,14,13
62,15,4,2,0,7,2,0,8,2,1,3,9,0,10,2,0,11,4,3,12,1,0,14,4,14,12,4,14,14,3,14,0,14,14,14,0,14,0,14,14,14,14,14,12,14,14,2,14,0,14,14,14,0,0,14,14,14,14,14,0,14,14,14,14,14,14,14,1,14,14,14,14,12,14,11,14,14,14,14,0,14,13
63,15,2,0,4,0,7,1,1,0,8,1,0,0,5,1,1,0,0,5,4,2,9,1,9,10,1,3,1,10,0,11,11,10,12,0,14,1,14,1,14,0,14,0,0,14,0,14,14,0,14,1,14,12,14,0,14,0,14,14,0,14,14,14,11,14,14,12,14,0,14,1,0,14,14,14,14,14,14,14,0,12,14
64,15,2,1,0,7,2,4,0,8,1,0,0,9,2,10,2,2,11,0,11,12,0,14,0,14,12,14,0,14,14,12,14,1,14,0,14,0,14,1,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14,3,14,14,14,14,14,14,0,14,14,14,12,2,14,14,14,0,14,4,14,0,14,0,14,14,0,14
65,15,2,0,7,2,0,8,2,0,1,9,10,0,11,2,12,14,4,12,14,14,0,0,14,14,14,12,14,14,14,14,14,0,14,14,14,0,14,11,14,14,14,14,0,14,14,0,14,14,0,14,14,0,14,14,14,0,14,14,14,14,14,14,0,14,14,14,14,14,14,0,14,14,1,14,14,11,14,14,13,14,13
66,15,4,0,7,4,1,1,0,8,2,0,1,9,10,3,0,11,5,12,5,14,14,14,0,14,14,14,14,0,14,11,14,14,14,11,14,11,14,0,14,14,14,0,14,14,1,14,12,14,12,14,0,14,14,14,0,14,0,14,14,0,14,14,14,14,0,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14
67,15,2,4,0,7,2,8,0,9,5,10,1,1,0,11,5,12,14,12,14,12,14,12,14,0,14,14,14,12,14,14,0,14,12,14,0,14,14,14,14,0,14,0,14,14,11,14,0,14,14,0,14,14,14,11,14,0,14,14,14,11,14,0,14,0,14,14,14,11,14,14,0,14,14,0,14,14,14,0,14,1,14
68,15,2,0,7,4,1,0,8,5,9,5,0,4,10,2,11,4,12,0,2,2,14,0,14,0,14,14,12,14,0,14,14,14,14,14,11,14,14,0,14,2,14,14,14,12,14,14,11,14,14,14,14,14,14,14,0,14,14,1,14,11,14,11,0,14,14,0,14,0,14,0,14,0,14,0,14,11,14,14,14,1,14
69,15,4,1,1,0,7,3,0,8,4,5,0,4,4,0,2,0,0,2,9,10,0,1,1,11,0,0,12,0,14,14,0,0,14,14,14,14,14,0,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,0,14,11,0,14,14,14,11,0,14,14
70,15,4,0,1,0,0,5,7,5,8,2,5,9,5,11,10,5,11,5,12,0,14,12,14,14,14,14,0,14,14,14,14,0,14,14,14,12,14,11,14,11,14,14,14,14,11,14,14,1,14,14,0,14,14,14,1,14,14,14,14,14,14,11,14,4,14,14,14,1,14,0,14,14,0,14,1,14,14,0,14,14,14
71,15,4,1,0,7,3,0,8,1,0,9,2,0,1,0,10,2,0,11,4,0,12,2,14,0,14,14,12,14,14,0,14,0,14,14,12,14,14,14,14,14,14,11,14,14,14,14,1,14,0,14,14,14,0,14,14,14,14,14,14,14,0,14,0,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,13
72,15,2,1,2,0,7,3,1,0,8,5,9,1,10,2,0,11,4,12,0,1,14,4,14,14,14,3,14,0,14,14,5,14,0,14,14,0,14,14,0,14,0,14,14,14,14,14,0,0,14,14,14,14,14,14,14,14,14,14,14,14,1,14,0,14,0,14,14,14,14,14,14,14,12,14,14,14,14,14,1,14,14
73,15,2,0,7,2,0,8,2,0,9,5,10,2,11,0,2,2,2,12,1,2,14,0,14,0,14,14,0,14,14,14,14,12,0,14,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,1,14,14,14,14,0,14,14,14,0,14,14,14,0,14,14,14,1,14,0,14,14,11,14,14,0,14,14
74,15,1,1,2,1,3,0,7,5,8,5,9,1,10,1,0,11,2,1,0,12,5,1,14,0,14,1,14,14,12,14,14,0,14,14,14,14,0,14,14,14,14,1,14,14,0,14,14,14,0,14,14,14,14,14,0,14,14,4,14,14,0,14,0,14,14,14,14,14,14,14,0,14,1,14,14,14,14,14,14,14,13
75,15,3,2,0,7,1,0,8,1,1,0,9,5,10,4,0,11,5,12,5,14,0,14,0,14,14,14,14,14,1,14,14,14,12,14,14,14,0,14,14,1,14,14,14,14,14,14,14,14,0,14,14,14,14,0,14,14,0,14,14,11,14,1,14,14,14,14,14,14,14,14,14,0,14,0,14,14,14,14,14,14,13
76,15,1,0,7,1,0,8,5,9,2,1,4,0,10,5,11,11,4,2,0,1,0,12,0,14,14,3,14,14,0,14,1,4,0,14,12,14,14,1,12,14,3,14,14,14,14,14,14,14,14,14,14,14,11,14,1,14,0,14,0,14,14,0,14,0,14,14,0,14,14,14,14,14,11,14,14,0,14,14,14,14,14
77,15,1,1,1,1,0,7,2,0,8,3,4,0,9,10,0,11,0,0,12,5,14,1,14,14,14,14,0,3,14,14,14,12,14,0,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0,14,0,14,14,14,14,14,14,14,1,14,1,14,14,14,14,14,14,12,14,14,1,14,0,14,14,13
78,15,1,0,1,0,7,2,0,0,1,9,4,1,12,0,0,0,9,3,0,0,14,0,14,11,14,12,14,11,14,0,14,11,14,3,14,0,14,11,1,0,14,11,0,3,14,1,1,3,0,14,0,14,11,14,14,0,14,11,14,1,0,4,1,14,11,14,0,14,11,0,14,1,0,14,11,14,0,14,13,13,13
79,15,1,0,7,4,2,0,8,2,3,9,0,10,5,11,0,12,2,14,14,1,14,12,14,14,14,0,14,0,14,12,14,14,14,11,14,12,14,14,14,14,14,14,14,14,14,1,14,0,0,14,14,14,14,12,14,14,14,14,0,14,14,14,1,14,14,14,14,14,14,14,0,0,14,0,14,14,14,14,14,14,13
80,15,1,1,0,7,3,0,8,2,9,3,3,1,0,10,1,1,0,11,2,0,12,2,14,1,14,0,14,14,12,14,0,14,0,14,11,14,12,14,14,12,1,14,0,14,1,14,14,14,13,14,1,14,14,0,14,0,14,1,14,14,0,14,14,0,14,11,14,0,14,0,14,14,0,14,14,0,14,14,14,14,13
81,15,4,1,0,7,5,8,5,9,10,4,0,11,4,0,12,1,0,14,14,14,1,14,14,14,12,14,14,14,14,14,14,14,14,14,4,14,0,14,0,14,0,14,11,14,12,14,0,0,14,14,0,14,14,1,14,0,14,0,14,0,14,1,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
