,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
10,147,39,39,39,139,39,26,47,39,39,47,141,137,142,39,39,143,39,144,39,47,46,46,39,146,39,146,45,146,146,146,39,146,146,39,146,46,146,144,30,146,146,146,146,146,39,146,146,39,146,46,146,146,146,130,146,46,146,146,146,39,146,146,39,146,146,146,146,146,146,47,146,146,39,146,146,146,146,146,146,146,146
11,147,39,39,39,139,39,140,137,39,141,39,39,137,143,137,144,137,146,146,146,146,146,146,146,46,146,146,146,146,39,146,146,146,39,146,146,39,146,146,146,146,146,146,39,146,146,146,146,39,146,146,146,39,146,47,146,146,146,39,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,39,146,46,146,146
12,147,39,39,139,39,46,39,47,47,39,140,141,142,137,39,143,144,39,146,46,146,47,146,46,146,137,146,146,46,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,144,146,146,26,146,39,146,146,146,146,146,146,146,146,146,146,146,146,39,146,146,146,146,146,146,146,146,146,146,46,146,38,146,39,146,146
13,147,39,39,39,139,39,140,39,39,141,142,137,38,137,143,39,144,94,39,146,128,146,146,46,146,146,146,146,39,146,38,146,146,146,39,146,146,146,146,146,146,146,146,146,146,146,144,144,146,146,146,144,146,146,146,146,146,146,46,146,146,146,142,46,146,146,39,146,146,146,146,137,146,146,46,146,146,146,46,146,146,145
14,147,54,46,139,54,46,140,137,141,137,142,54,143,54,144,54,146,54,146,146,146,39,146,146,146,46,146,146,47,146,146,137,146,146,146,146,146,146,146,146,146,46,146,146,39,146,146,146,146,39,146,146,46,146,146,46,146,39,146,146,146,146,146,146,146,146,39,146,146,146,146,39,146,146,146,146,146,146,39,146,146,145
15,147,54,46,39,139,54,46,39,140,54,141,54,39,39,39,54,144,40,39,146,146,146,146,146,146,146,39,146,146,39,146,146,146,46,146,146,146,146,146,146,39,146,146,46,146,146,39,146,46,146,39,146,46,146,146,146,146,146,146,146,46,146,146,39,146,146,146,146,146,146,146,146,146,39,146,146,146,146,146,146,39,146
16,147,54,39,139,54,47,140,46,141,141,143,137,40,142,144,19,39,146,31,137,146,38,13,39,146,146,146,144,146,146,39,146,146,146,146,146,146,144,146,144,146,146,146,46,146,146,146,146,146,146,146,146,146,146,146,146,146,144,146,146,144,146,146,146,146,146,144,146,146,146,146,146,146,146,146,32,146,146,46,146,146,146
17,147,54,46,39,139,54,46,140,54,54,79,47,142,137,143,144,47,146,40,146,137,146,146,146,146,47,146,47,146,140,146,146,146,137,146,146,146,146,146,47,146,146,146,146,146,146,146,146,146,146,146,146,47,146,146,40,146,146,144,146,146,146,30,146,46,146,39,146,146,146,39,146,146,46,146,146,54,146,146,146,146,146
18,147,46,46,139,46,46,140,137,141,46,142,47,137,143,144,144,146,39,146,46,146,39,146,146,146,146,146,46,146,146,146,146,146,144,146,39,146,146,146,146,144,146,146,46,146,146,46,146,144,146,146,146,146,146,146,46,146,146,146,146,46,146,146,146,146,146,39,146,146,146,146,146,39,146,146,146,146,39,146,146,146,146
19,147,46,46,39,139,46,46,46,140,46,46,46,46,39,46,39,32,39,146,46,146,39,146,46,146,46,146,46,146,146,146,46,146,46,146,46,146,146,146,40,146,146,146,46,39,146,39,146,39,146,146,146,146,46,46,146,146,146,39,146,46,146,146,46,146,46,144,146,39,146,146,146,39,146,146,46,146,146,146,146,146,146
20,147,46,44,44,39,25,139,46,39,140,39,39,140,141,137,39,39,142,144,32,39,46,146,146,146,137,146,146,146,146,146,39,146,146,146,146,146,146,38,146,25,146,146,46,146,46,146,146,39,146,146,146,146,39,146,146,146,146,146,146,146,146,39,146,146,146,146,146,146,146,39,146,146,146,39,146,146,39,146,144,146,146
21,147,46,44,45,139,137,140,46,46,141,137,46,142,143,137,47,144,146,144,47,146,146,146,146,144,23,146,146,146,137,146,39,146,46,146,146,47,146,146,146,146,146,39,146,146,137,146,39,146,146,146,146,146,18,146,146,146,146,146,146,146,146,146,146,97,146,144,146,146,146,137,146,146,39,146,39,146,146,146,146,146,145
22,147,46,39,139,46,141,86,143,146,144,46,47,146,146,39,146,146,32,146,38,146,146,146,146,146,46,146,46,146,39,146,146,39,146,39,146,146,146,146,146,146,146,146,146,39,146,39,146,146,39,146,146,46,146,146,146,40,146,146,46,146,146,39,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,39,146
23,147,46,39,139,46,46,140,137,39,39,142,46,143,47,144,137,146,39,146,46,146,46,146,40,146,40,146,39,146,39,146,39,146,46,146,46,146,137,146,39,146,39,146,46,146,146,39,146,146,39,146,46,146,146,39,146,146,39,146,46,146,146,46,146,146,39,146,47,146,146,146,39,146,146,39,146,146,146,146,146,39,146
24,147,46,46,139,46,46,46,46,140,47,141,46,46,142,46,144,45,39,137,146,146,146,146,39,146,46,146,146,146,146,146,146,146,146,46,146,12,146,146,146,146,146,146,146,146,32,146,146,146,146,39,146,146,146,146,146,146,146,39,146,146,146,146,146,39,146,146,146,46,146,146,146,146,146,146,146,46,146,146,146,146,145
25,147,46,39,139,46,39,140,46,39,141,46,39,137,143,137,39,46,144,146,46,146,146,39,146,46,146,39,146,146,146,146,146,39,146,146,146,39,146,39,146,46,146,146,146,146,146,146,146,146,46,146,146,146,146,146,146,146,146,39,146,146,146,146,146,146,46,146,146,146,146,146,146,146,146,146,146,146,45,146,146,39,146
26,147,45,46,39,46,139,45,32,140,137,141,142,45,38,46,143,47,144,33,26,146,39,146,39,146,146,146,146,146,146,146,146,142,146,146,146,46,146,128,146,46,146,39,146,146,146,146,46,146,137,86,146,146,146,146,146,146,144,146,146,146,38,146,146,46,146,54,146,146,146,146,146,146,146,144,146,40,146,39,146,146,146
27,147,45,46,39,39,139,45,39,140,53,47,137,45,39,46,39,143,47,47,144,146,146,146,144,137,146,40,146,146,146,146,146,146,39,146,146,146,39,146,47,146,146,146,46,146,39,146,46,146,46,146,146,146,146,39,146,146,146,146,146,46,146,146,146,146,146,39,146,146,39,146,146,146,146,46,146,40,146,146,146,46,146
28,147,45,39,139,45,45,45,45,46,139,45,45,45,45,38,146,31,146,146,38,146,40,146,46,146,39,146,146,39,146,146,46,146,146,39,146,39,146,146,146,46,146,146,146,146,39,146,146,39,146,39,146,146,146,46,146,146,146,146,146,146,146,146,46,146,146,146,47,146,146,146,146,46,146,146,146,46,146,146,45,146,146
29,147,45,46,139,137,140,46,141,137,142,143,46,137,144,44,146,146,46,146,146,146,46,146,146,146,136,146,137,146,146,146,146,146,146,146,146,146,144,146,146,146,146,146,146,144,146,137,146,146,146,144,146,146,146,146,146,146,146,146,46,146,146,39,146,47,146,146,146,146,146,146,146,146,146,146,144,146,146,146,146,146,146
30,147,47,47,47,139,47,140,47,141,137,39,142,143,144,146,146,146,146,146,137,146,47,146,146,146,146,146,144,146,47,146,146,146,146,146,146,146,146,146,146,46,146,146,146,47,146,146,146,146,146,146,39,146,146,146,146,146,146,39,146,146,146,146,146,146,146,144,39,146,146,146,146,146,39,146,146,144,146,46,146,146,146
31,147,47,47,47,39,139,47,40,47,140,47,47,141,137,47,40,47,47,47,47,47,46,144,41,140,47,146,47,146,40,40,146,47,146,47,146,46,146,47,146,47,146,146,39,146,54,146,146,47,146,46,146,146,46,146,46,146,47,146,46,146,146,146,146,146,146,146,146,146,146,146,146,47,146,146,46,146,146,39,146,146,146
32,147,47,39,139,47,46,140,47,46,141,47,39,39,142,47,47,143,47,144,146,47,146,39,146,47,146,146,146,46,146,39,146,146,39,146,146,146,39,146,146,146,47,39,146,146,39,146,146,146,146,46,146,46,146,146,39,146,39,146,39,146,146,146,146,46,146,146,39,146,146,39,146,146,39,146,146,146,146,146,146,146,146
33,147,47,39,47,139,47,140,47,141,39,142,137,143,47,144,146,46,146,39,146,146,146,146,39,146,146,146,146,146,146,146,146,146,46,146,146,39,146,39,146,146,146,146,146,146,146,39,146,146,146,46,146,146,146,146,146,146,39,146,46,146,146,39,146,146,39,146,39,146,146,146,146,39,146,137,146,146,146,46,146,39,146
34,147,46,68,139,137,140,39,141,137,142,137,143,46,144,146,32,146,44,146,146,146,47,146,39,146,146,146,46,146,146,146,146,146,146,146,46,146,46,146,146,146,146,39,146,146,26,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,46,146,146,39,146,146,46,146,146,146,26,146,146,146,46,146,146,146,146,146
35,147,46,68,139,46,61,140,46,52,141,137,142,137,143,144,46,146,137,146,39,146,39,146,146,146,146,146,146,146,146,146,146,146,146,144,146,146,146,146,146,146,144,146,146,144,146,146,146,146,146,146,146,46,146,146,146,39,146,146,146,146,137,146,39,146,146,146,146,146,146,39,146,146,146,146,32,146,146,146,146,146,145
36,147,46,68,139,46,82,140,137,141,137,137,142,143,144,146,146,146,146,146,144,40,146,46,146,146,144,146,146,144,146,146,146,146,146,146,146,47,146,146,144,146,146,146,146,146,146,146,146,146,146,146,146,40,146,146,146,146,39,146,146,137,146,46,146,39,146,146,146,146,128,146,146,146,146,146,146,146,137,146,144,146,146
37,147,53,47,139,137,140,45,40,40,45,40,54,142,142,143,144,40,146,146,137,146,144,146,40,146,146,146,146,146,39,146,146,146,146,137,146,146,146,146,146,144,146,146,146,47,146,146,47,146,146,144,146,146,46,146,46,146,146,146,146,146,146,146,146,144,146,146,39,146,46,146,39,146,146,146,144,146,146,39,146,39,146
38,147,46,38,139,38,45,140,38,45,46,31,38,142,38,143,146,46,146,32,146,46,146,39,146,146,39,146,39,144,47,146,146,39,146,146,39,146,146,146,146,45,146,146,46,146,146,39,146,146,146,146,39,146,146,46,146,146,146,146,38,146,146,146,39,146,146,146,146,39,146,146,146,39,146,146,146,146,146,146,146,146,145
39,147,55,39,139,55,39,140,137,141,30,142,143,144,44,146,146,146,146,146,146,146,46,146,146,146,146,39,146,144,146,146,146,146,146,146,144,146,146,144,146,146,137,146,146,146,146,146,146,146,146,144,146,146,46,146,47,146,146,146,146,146,146,146,146,146,146,146,137,146,146,144,146,146,146,39,146,143,146,146,146,146,146
40,147,55,39,139,55,39,18,140,137,141,65,142,55,39,37,144,137,146,137,146,47,146,39,146,146,146,146,146,146,39,146,146,146,146,39,146,146,146,47,146,146,39,146,146,46,146,146,146,146,39,146,146,146,146,146,146,39,146,146,146,146,146,46,146,146,146,146,46,146,146,146,146,46,146,146,146,146,146,146,46,146,146
41,147,55,39,139,55,62,55,140,55,141,137,33,143,144,146,146,146,146,146,146,146,146,46,146,146,39,146,146,46,146,146,146,146,146,146,46,146,146,146,137,146,146,146,146,146,146,146,47,146,146,146,146,146,146,146,146,39,146,146,146,39,146,146,39,146,146,146,38,146,146,146,39,146,146,146,146,146,146,146,146,39,146
42,147,47,39,139,55,39,54,54,140,47,39,141,61,46,142,47,39,137,137,54,54,146,47,146,46,146,46,146,39,146,146,146,47,146,146,39,146,146,146,146,146,39,146,146,39,146,146,146,146,146,146,146,146,146,146,146,146,39,146,46,146,39,146,146,146,46,146,146,146,146,146,39,146,146,146,146,39,146,39,146,146,146
43,147,46,46,46,46,139,46,40,47,140,46,141,142,137,47,143,137,47,144,39,46,144,46,146,146,146,146,146,39,146,144,146,146,146,146,46,146,39,146,146,146,39,146,146,146,146,146,146,146,144,146,146,143,146,146,46,146,146,146,146,146,39,146,146,146,146,146,39,146,146,39,146,146,39,146,146,146,144,146,146,146,146
44,147,46,46,139,46,47,140,46,47,137,47,141,142,39,144,137,38,137,39,39,46,137,146,146,146,146,146,146,146,39,146,46,146,52,146,144,39,146,146,146,146,38,146,144,39,146,146,144,146,146,137,146,146,46,146,26,146,142,146,39,146,146,39,146,146,146,146,146,146,146,46,146,146,146,146,146,146,39,146,146,146,146
45,147,46,46,139,46,46,46,45,140,40,141,137,39,142,137,40,143,142,146,46,144,137,40,146,146,46,137,146,146,146,46,146,146,146,47,146,146,40,146,146,39,146,39,146,146,146,146,146,146,39,146,39,146,146,146,146,146,146,146,46,146,146,40,146,46,146,146,146,146,39,146,47,146,146,146,146,146,39,146,146,146,146
46,147,46,39,46,139,39,39,140,137,39,46,47,46,39,46,46,39,146,39,146,39,146,39,146,146,39,146,46,146,46,146,39,146,146,39,146,146,146,146,39,146,146,146,146,39,146,39,146,146,146,146,39,146,39,146,146,146,146,146,146,146,146,146,46,146,146,47,146,146,146,39,39,146,39,146,146,146,146,39,146,146,146
47,147,39,39,39,39,139,39,39,140,39,39,141,142,46,137,143,40,144,146,40,146,146,39,46,146,46,146,146,146,146,146,146,146,146,146,146,137,146,146,46,146,46,146,146,146,146,46,146,146,146,146,146,146,146,146,146,146,146,146,146,146,39,39,146,146,146,39,146,146,137,146,137,146,146,146,146,146,146,144,146,146,146
48,147,39,39,39,139,39,39,140,46,32,46,142,137,39,47,39,143,39,39,39,146,32,39,146,146,146,39,146,39,146,146,146,39,146,39,146,47,146,39,146,146,39,146,146,146,47,146,146,146,39,146,146,146,46,146,146,146,39,146,146,46,146,46,146,146,39,146,146,146,146,146,146,146,146,146,46,146,146,146,146,146,146
49,147,40,47,139,47,47,47,140,40,40,40,141,137,40,144,137,39,40,146,137,40,146,47,146,47,146,46,146,146,146,46,146,146,146,39,146,141,146,146,39,146,46,146,146,146,146,46,146,146,146,39,146,146,39,146,146,46,146,46,146,146,146,146,146,146,146,46,146,146,146,146,146,146,146,146,146,39,146,146,146,146,146
50,147,47,39,139,47,39,140,137,47,141,47,142,47,143,47,144,146,47,146,47,146,146,146,39,146,146,146,146,146,39,146,146,47,146,146,146,146,39,146,146,39,146,146,146,146,146,146,146,39,146,146,146,46,146,146,146,146,146,39,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,46,146,39,146,146,146,146,146
51,147,47,46,139,137,140,137,141,142,143,46,46,144,146,144,146,146,146,146,146,146,146,146,146,146,146,146,146,39,146,39,146,146,146,146,144,146,146,144,146,46,146,146,146,146,146,146,146,146,144,146,146,146,146,146,146,39,146,146,146,146,137,146,39,146,39,146,146,146,146,146,146,38,146,146,146,146,146,146,146,146,146
52,147,38,38,139,137,140,137,39,137,39,47,141,137,47,39,39,39,144,40,47,146,46,146,38,39,146,146,146,46,146,146,44,146,146,46,146,39,146,46,146,47,146,39,146,146,46,146,46,146,146,146,39,146,46,146,146,39,146,146,146,146,146,46,146,146,146,46,146,144,146,146,146,146,39,146,39,146,146,146,146,146,146
53,147,55,46,39,139,54,46,140,137,46,137,141,54,143,47,46,46,137,146,46,144,46,146,46,47,146,146,33,146,40,146,47,146,40,146,45,146,146,146,146,146,46,146,146,146,46,146,146,46,146,39,146,146,146,146,46,146,146,146,146,146,146,146,146,54,146,146,146,146,146,146,146,39,146,146,146,146,146,146,146,146,145
54,147,55,55,39,139,55,140,137,47,47,141,137,39,142,47,143,137,144,137,146,146,39,146,146,146,146,146,146,146,39,146,146,146,39,146,39,146,39,146,146,146,40,146,146,39,146,146,146,146,39,146,146,146,146,46,146,146,146,146,146,146,146,46,146,146,146,146,146,146,146,146,146,137,146,146,146,39,146,146,39,146,146
55,147,39,39,139,39,39,39,140,39,39,46,141,142,144,137,46,39,146,143,39,146,47,146,146,146,25,146,146,146,146,146,146,146,146,146,144,146,146,146,46,146,146,137,146,146,146,146,39,146,144,146,146,146,46,146,146,146,47,146,146,144,146,146,146,146,146,146,146,146,146,47,146,146,146,146,146,146,146,146,146,146,145
56,147,39,39,39,39,139,137,39,140,137,141,142,143,137,37,137,144,26,146,137,146,146,146,46,146,146,146,37,146,46,146,146,39,146,46,146,146,146,144,146,146,146,146,39,146,144,146,146,146,146,146,146,146,146,45,146,146,146,146,146,144,146,146,146,146,146,144,146,146,146,146,39,146,146,146,146,146,146,146,146,146,146
57,147,39,39,139,39,38,140,39,47,141,39,47,142,137,39,39,144,137,146,146,46,146,47,146,39,146,39,146,146,146,47,146,146,39,146,146,39,146,146,46,146,146,47,146,46,146,146,39,146,47,146,146,146,146,46,146,46,146,39,146,146,146,46,146,146,38,146,39,146,39,146,146,146,146,39,146,46,146,146,146,146,146
58,147,39,46,39,39,39,139,38,140,54,39,39,141,137,143,137,144,137,146,146,46,146,146,146,46,146,146,39,146,46,146,146,146,146,146,46,146,146,39,146,146,142,146,146,146,46,146,146,39,146,39,146,46,146,146,146,39,146,39,146,146,39,146,146,146,146,146,146,146,39,146,39,146,39,146,146,146,146,146,146,146,146
59,147,46,47,39,39,139,47,39,39,46,140,137,40,141,142,143,143,144,39,146,144,146,146,144,146,146,146,146,146,146,144,146,146,146,146,146,146,146,39,146,144,39,146,146,146,146,146,144,146,146,146,146,146,146,146,146,146,146,146,32,146,39,146,146,39,146,144,146,39,146,45,146,144,146,146,144,146,146,146,137,146,145
60,147,39,47,139,39,40,46,140,137,46,45,47,141,137,46,47,39,39,143,46,144,45,146,46,39,146,47,146,47,146,39,146,146,146,146,146,46,146,39,146,146,146,146,39,146,39,146,46,146,39,146,146,146,46,146,146,46,146,137,146,146,146,146,146,146,46,146,146,46,146,146,146,146,39,146,146,146,146,146,39,146,146
61,147,39,47,46,39,139,39,140,39,137,47,141,137,46,39,143,137,39,46,39,146,39,146,46,146,146,32,146,46,146,46,144,146,146,146,39,146,146,146,46,146,39,146,146,39,146,146,146,39,146,146,146,146,146,146,39,146,146,146,46,146,146,146,146,146,146,146,146,146,146,39,146,39,146,146,146,146,146,146,38,146,145
62,147,39,39,47,139,39,46,140,39,46,39,46,39,141,39,47,143,39,39,47,39,39,146,47,146,47,39,146,146,47,146,46,146,146,146,39,146,39,146,146,146,146,146,39,146,146,39,146,46,146,146,146,39,144,146,146,146,146,146,46,146,146,146,146,146,146,146,47,146,146,146,146,47,146,39,146,146,146,146,39,146,145
63,147,47,40,40,40,139,47,47,47,140,41,47,141,142,39,143,144,144,25,67,146,146,137,137,146,146,146,40,146,146,146,144,46,146,146,146,39,146,146,146,47,146,146,146,146,39,146,146,144,146,137,146,47,146,47,146,146,146,146,46,146,146,146,146,146,146,146,146,146,146,144,144,146,146,146,146,146,146,146,146,146,146
64,147,39,40,39,139,137,39,32,140,137,39,141,142,46,142,144,26,40,137,37,137,146,146,47,146,86,146,26,146,146,37,146,47,146,144,146,146,146,46,146,146,146,146,146,146,30,146,146,146,146,146,146,146,146,146,46,146,146,146,146,146,146,146,146,146,146,142,146,146,146,146,144,146,46,146,39,146,46,146,146,39,146
65,147,39,40,139,39,40,47,39,40,141,143,46,46,144,137,137,146,146,146,146,146,32,146,146,146,146,39,146,146,146,146,146,47,146,146,146,39,146,46,146,146,146,146,146,146,146,144,146,146,39,146,146,146,146,146,146,39,146,146,146,146,146,146,46,146,146,146,146,146,146,144,146,146,39,146,146,39,146,146,146,146,145
66,147,39,39,139,39,39,39,39,140,47,39,141,39,39,39,46,143,39,144,39,146,146,146,39,146,146,146,146,39,146,39,146,146,146,47,146,46,146,39,146,146,146,46,146,146,39,146,39,146,39,146,39,146,146,146,39,146,39,146,146,46,146,146,146,146,39,146,146,146,146,146,146,146,146,146,146,146,47,146,146,146,146
67,147,39,40,39,139,39,46,39,140,39,141,137,137,39,143,137,144,146,46,146,46,146,47,146,39,146,146,146,39,146,146,46,146,137,146,46,146,146,146,146,39,146,47,146,146,46,146,39,146,146,46,146,146,146,39,146,39,146,146,146,39,146,39,146,46,146,146,146,39,146,146,47,146,146,46,146,146,146,47,146,39,146
68,147,46,38,139,46,47,46,140,137,141,137,142,46,46,137,39,137,46,46,144,46,146,137,146,46,146,146,39,146,46,146,146,146,146,146,39,146,146,39,146,146,146,146,146,39,146,146,39,146,146,146,146,146,146,146,39,146,146,39,146,39,146,39,46,146,146,137,146,47,146,47,146,39,146,39,146,39,146,146,146,46,146
69,147,46,46,39,46,139,137,40,140,141,46,142,143,47,143,40,40,142,144,146,137,47,144,146,47,146,146,146,146,146,146,146,146,146,146,146,146,146,144,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,38,146,146,146,146,46,146,144,146,146,146,146,46,46,146,146
70,147,46,46,46,39,139,140,141,137,142,144,46,144,137,146,146,146,144,13,146,44,146,46,146,146,146,146,144,146,146,146,146,146,146,146,146,39,146,146,146,146,146,146,146,146,46,146,146,146,146,146,146,146,146,146,39,146,146,146,146,146,146,39,146,32,146,146,146,46,146,46,146,146,30,146,39,146,146,39,146,146,146
71,147,46,121,39,139,46,39,140,137,39,141,39,39,39,38,142,137,39,143,39,39,144,39,146,39,146,146,46,146,146,46,146,146,146,146,137,146,146,146,146,146,146,32,146,146,146,146,39,146,39,146,146,146,30,146,146,146,146,146,146,146,46,146,39,146,146,146,146,146,146,146,146,46,146,146,146,146,146,146,146,146,145
72,147,39,46,46,46,139,39,46,46,140,137,141,46,39,137,46,143,137,46,39,144,146,39,146,146,146,47,146,46,146,146,46,146,39,146,146,39,146,146,47,146,46,146,146,146,146,146,39,146,146,146,146,146,146,146,146,146,146,146,146,146,39,146,38,146,46,146,146,146,146,146,146,146,39,146,146,146,146,146,47,146,146
73,147,39,46,139,39,39,140,39,46,141,137,142,39,32,46,144,46,46,146,39,38,146,146,146,39,146,146,146,146,146,146,146,144,39,146,146,146,146,146,146,146,146,146,146,146,146,146,39,146,146,146,146,146,146,144,146,146,146,146,39,146,146,146,46,146,146,146,39,146,146,146,32,146,39,146,146,30,146,146,46,146,146
74,147,39,47,47,39,46,39,139,137,140,137,141,39,47,137,46,143,46,54,39,144,54,146,146,46,146,39,146,146,39,146,146,40,146,146,146,146,46,146,146,146,146,39,146,146,39,146,146,146,46,146,146,146,146,146,47,146,146,39,146,146,47,146,39,146,146,146,146,146,146,146,39,146,39,146,146,146,146,146,146,146,145
75,147,39,46,46,139,39,39,140,39,39,39,141,137,142,137,39,143,39,144,137,146,46,146,46,146,146,146,146,146,47,146,146,146,39,146,146,146,46,146,146,39,146,146,146,146,146,146,146,146,46,146,146,146,146,39,146,146,39,146,146,30,146,46,146,146,146,146,146,146,146,146,146,39,146,39,146,146,146,146,146,146,145
76,147,48,48,139,48,40,140,48,141,61,40,47,47,142,48,143,146,144,40,39,146,146,146,146,146,146,47,146,146,146,146,144,146,146,146,146,146,146,144,46,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,39,146,144,146,39,146,146,45,146,146,146,146,144,146,146,146,146,146,47,146,146,146,146,146,146,146,146
77,147,47,48,46,47,47,139,137,40,140,137,47,47,141,47,47,40,47,40,144,47,146,47,146,146,146,146,142,146,146,146,146,45,146,39,146,146,146,146,146,146,146,146,146,146,146,146,144,146,146,146,146,146,146,39,146,46,146,146,146,146,146,146,146,46,146,46,146,146,146,146,146,146,47,146,146,46,146,46,146,146,145
78,147,46,46,46,46,139,137,40,140,141,142,143,144,146,137,146,144,146,47,47,146,146,146,146,146,146,46,146,40,146,47,146,144,146,137,146,46,146,39,146,46,146,47,46,146,146,146,14,146,146,146,39,146,146,146,146,39,146,146,146,47,144,146,46,146,137,146,137,146,146,47,146,97,39,146,46,146,47,146,145,145,145
79,147,46,46,139,46,46,46,140,46,46,46,46,141,137,142,137,144,46,146,146,46,146,46,146,146,146,46,146,39,146,46,146,146,146,39,146,38,146,146,146,146,146,146,146,146,146,39,146,47,146,146,146,146,146,39,146,146,146,146,45,146,146,146,45,146,146,146,146,146,146,146,46,146,146,46,146,146,146,146,146,146,145
80,147,46,39,46,139,46,32,140,137,39,54,32,47,38,142,137,39,39,143,39,30,144,38,146,46,146,39,146,146,39,146,39,146,46,146,46,146,39,146,146,46,39,146,47,146,46,146,146,146,39,146,45,146,146,46,146,46,146,46,146,146,39,146,146,39,146,46,146,137,146,39,146,146,39,146,146,39,146,146,146,146,145
81,147,46,46,39,139,137,140,137,141,142,137,46,143,137,46,144,47,46,146,146,146,46,146,146,146,39,146,146,146,146,146,146,146,146,146,46,146,46,146,39,146,46,146,46,146,39,146,142,144,146,146,39,146,146,39,146,39,146,39,146,39,146,144,39,146,146,146,146,146,146,146,146,146,146,146,146,146,146,46,146,146,146
